,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
6133,apple iphone xs a1920 256gb all colors unlocked smartphone fair condition,269.95,1.0,"“device is in fair condition - shows moderate signs of use. there are visible scratches, marks, or small dents. all functions are tested and fully functional. visit our store to see more devices in more conditions.”",2424.0,98.3,2.0,14,256.0,2018
6134,apple iphone 12 mini 64gb black verizon unlocked very good condition,433.99,3.0,"“device is 100% fully functional and in very good physical condition. the screen will typically show light scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing. please reference example photos and listing for further details.”",54837.0,99.4,3.0,16,64.0,2020
6136,"apple iphone 6s a1688 32gb space gray mn1w2ll/a 1.8 ghz 4.7"" a9 sprint",69.97,1.0,“﻿this iphone has been tested and is in working condition. it is not icloud locked. the imei number has been checked and this iphone is not blacklisted. we can not provide the imei number to bidders. max ios: 12.5.1. this iphone does not support any apps that require ios 12.5.2 or newer.  this iphone is carrier locked to sprint. battery life has not been tested. ios shows battery health at 97% according to settings. charging cord and sim card not included. running ios 12.2. markings on back.”,174358.0,99.5,2.0,8,32.0,2015
6138,*very good* iphone 7 | att t-mobile verizon cdma & gsm unlocked 32gb 128gb 256gb,104.0,1.0,“1 year warranty included | certified functional”,22050.0,99.6,3.0,10,32.0,2016
6143,apple iphone 7 plus - 128gb - gold (unlocked) a1784 *damaged,189.99,0.0,“this phone is partially functional and not in complete working order. *device is damaged*  we ask that you read the listing in full before purchasing”,3320.0,99.6,2.0,10,128.0,2016
6146,"impaired apple iphone 6 plus, fully unlocked, 64gb, clean esn, see desc (zlxw)",62.99,0.0,"“this device is being sold for parts only.  we cannot specifiy the color of the device - they will be in one of the manufactured standard colors.  we cannot specify the cosmetic grade of the device.  the cosmetics will range from ""a"" (excellent) to ""c"" (poor).  pics are representative of the device, not actual photos.  this device have the following impairments: low battery capacity + screen shadow”",47597.0,98.4,3.0,7,64.0,2014
6150,apple iphone xs 256gb black - unlocked at&t t-mobile verizon 7512487,267.0,1.0,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80257.0,99.7,2.0,14,256.0,2018
6154,apple iphone 8 a1905 (gsm unlocked) 64gb space gray (very good),189.99,3.0,"“this item is in very good condition, and shows only minimal wear (such as light scratches). it is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to very good condition. this product has been determined fully functional by our industry leading 30+ point functionality inspection. ul approved power adapter and charging cable are included. this product will not come in its original packaging; headphones, sim card and manual will not be included.”",1956.0,99.4,2.0,11,64.0,2017
6155,apple iphone 7 plus a1661 (verizon locked) 32gb no power,67.5,0.0,"“this item does not power on. the screen may be cracked, damaged, or non-working. no testing has been performed, but apple devices will be guaranteed to be free of account locks. please read entire description.”",1956.0,99.4,2.0,10,32.0,2016
6156,apple iphone 7 a1778 (at&t only) 128gb matte black (very good),135.99,3.0,"“this item is in very good condition, and shows only minimal wear (such as light scratches). it is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to very good condition. this product has been determined fully functional by our industry leading 30+ point functionality inspection. ul approved power adapter and charging cable are included. this product will not come in its original packaging; headphones, sim card and manual will not be included.”",1956.0,99.4,2.0,10,128.0,2016
6161,lot of 2 for parts only sprint apple iphone xs a1920 64gb read desc.,196.0,0.0,"“for parts only. these phones have cracked front and back & icloud locked only. we have not used them for parts, these phones are sold as is, no return, no exchange and no refund for all kinds of defective phones.”",2847.0,99.4,0.0,14,64.0,2018
6165,"apple iphone 6s plus 16gb a1687, rose gold, unlocked, scratches on screen",169.99,1.0,“iphone has scratches on screen and back cover. please see pictures for full item condition.”,3183.0,99.3,2.0,8,16.0,2015
6166,apple iphone 11 64/256/512gb unlocked all color - face id does not work - v good,339.99,3.0,“device in very good condition. housing may have some signs of wear and light body scratches which you can’t feel with your fingernail. the display lens might have light to mild amount of shallow depths scratches. lcd does not have any dead or stuck pixels. it has passed our 30+ points inspection and proven 100% functional except for the face recognition/id (does not work). the device can be unlocked with a password in lieu of face id. comes in retail or generic/gift box with ul certified charger and cable (mfi for apple products)”,44011.0,99.0,2.0,15,127.09859154929578,2019
6171,apple iphone 5s sliver | 16gb | unknown | grade c- | read,30.0,1.0,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5691.0,99.3,2.0,6,16.0,2013
6174,apple iphone 6 plus a1522 16gb - all colors - fully unlocked smartphone - fair,79.95,1.0,"“device is in fair condition - shows moderate signs of use. there are visible scratches, marks, or small dents. all functions are tested and fully functional. visit our store to see more devices in more conditions.”",2424.0,98.3,2.0,7,16.0,2014
6184,apple iphone xr mh3q3ll/a t-mobile 64 gb black cannot activate for parts *as-is*,239.95,0.0,“the phone has minimal wear. the phone has a bad esn. please see photos.”,119696.0,99.8,0.0,13,64.0,2018
6186,apple iphone 5 a1429 - black - as is,34.99,1.0,“good to very good condition with some light wear from use.”,3619.0,100.0,0.0,4,19.213675213675213,2012
6190,apple iphone 11 - 64gb - factory unlocked - 4g lte smartphone - red fair,381.0,1.0,"“these phones are in fair cosmetic condition and could show some cosmetic imperfections on housing and screen. fully functional, professionally tested and cleaned to ensure perfect working functionality.”",5157.0,99.3,2.0,15,64.0,2019
6192,"new apple iphone 8 - 64gb/256gb (gsm +cdma unlocked) a1863 - gray, gold, silver",199.95,5.0,"“these iphones were a demo at a store, or customer/carrier return in open-box conditions. the iphones might contain some signs of handling or wear. they are 100% tested and fully functional.”",8282.0,100.0,2.0,11,64.0,2017
6196,apple iphone 6 - 64gb - gold (unlocked) a1586 (cdma + gsm),139.0,1.0,"“this phone is in great condition, case was always used.”",82.0,100.0,0.0,7,64.0,2014
6197,apple iphone 11 a2111 256gb (product) red! free shipping! unlocked device!,419.58,1.0,“100% battery health! free fast delivery! no cracks! good condition! clean esn! fits cdma+gsm networks! read full description! check actual pictures!”,2741.0,100.0,2.0,15,256.0,2019
6198,apple iphone 7 plus a1661 (fully unlocked) 256gb jet black *clean esn* - battery,162.04,1.0,“please check the imei's/esn's if you intend to activate this unit (see pictures for reference). phone is in great working condition but has a low battery health service warning (72%) and has a loose charge port. screen has heavy scratches/scuffs and back/frame has heavy scratches/scuffs. imei: 355372086163262”,1956.0,99.4,2.0,10,256.0,2016
6201,apple iphone 7 128gb unlocked gsm smartphone - black (dents/scratches),104.99,1.0,“this item has been previously used and has strong signs of use. there may be dents or scuffs and scratches but is still 100% fully operational and functions as intended. perfect for use with a case.”,154487.0,98.0,0.0,10,128.0,2016
6203,apple iphone 5s - 16gb - silver unlocked a1533 (cdma + gsm) me342ll/a with box,69.0,1.0,“excellent used condition”,1186.0,100.0,0.0,6,16.0,2013
6204,apple iphone 8 - 64gb - gold (at&t) a1905 (gsm),110.0,1.0,"“the screen and battery on this device have been replaced, they are non-oem parts. this item is used and in good condition this item will show signs of use such as scratches and marks on the frame.”",1032.0,100.0,2.0,11,64.0,2017
